CustomerID,OrderID,OrderDate,Category,Quantity,UnitPrice,TotalAmount,City,PaymentMode
CUST-0007,ORD-645856,2024-10-31,Clothing,4,199.94,597.05,Chennai,UPI
CUST-0007,ORD-689186,2024-10-23,Clothing,3,599.83,567.14,Mumbai,Credit Card
CUST-0007,ORD-385453,2024-09-25,Home & Kitchen,4,199.94,526.62,Pune,Credit Card
CUST-0007,ORD-369009,2024-09-26,Home & Kitchen,4,299.91,577.26,Bangalore,UPI
CUST-0007,ORD-151140,2024-10-05,Electronics,2,149.96,638.65,Pune,UPI
CUST-0007,ORD-552167,2024-07-16,Books,5,199.94,669.99,Chennai,Net Banking
CUST-0007,ORD-496437,2024-10-31,Books,5,599.83,734.57,Pune,UPI
CUST-0007,ORD-931620,2024-09-11,Home & Kitchen,4,149.96,698.42,Delhi,Credit Card
CUST-0007,ORD-474572,2024-09-21,Electronics,3,599.83,476.67,Chennai,COD
CUST-0008,ORD-988849,2024-12-21,Home & Kitchen,5,2726.8,2125.55,Delhi,Credit Card
CUST-0008,ORD-159584,2024-11-28,Clothing,4,908.93,3479.35,Mumbai,Credit Card
CUST-0008,ORD-257976,2024-11-05,Electronics,2,1363.4,3326.71,Bangalore,Credit Card
CUST-0008,ORD-536469,2024-11-24,Home & Kitchen,2,2726.8,2945.88,Mumbai,Net Banking
CUST-0008,ORD-544144,2024-10-22,Home & Kitchen,1,681.7,2537.72,Pune,UPI
CUST-0008,ORD-675451,2024-10-22,Electronics,1,681.7,3325.18,Delhi,UPI
CUST-0008,ORD-218660,2024-09-22,Electronics,3,681.7,2180.05,Chennai,Credit Card
CUST-0008,ORD-742572,2024-10-12,Beauty,5,2726.8,2521.12,Mumbai,Credit Card
CUST-0008,ORD-387265,2024-10-10,Beauty,1,681.7,2878.58,Bangalore,UPI
CUST-0008,ORD-212512,2024-10-01,Books,5,1363.4,2434.06,Hyderabad,UPI
CUST-0008,ORD-852668,2024-07-24,Books,1,2726.8,2024.13,Bangalore,COD
CUST-0008,ORD-735680,2024-10-27,Clothing,4,908.93,3243.76,Bangalore,Debit Card
CUST-0008,ORD-137022,2024-08-23,Clothing,3,2726.8,2573.97,Delhi,COD
CUST-0008,ORD-482824,2024-05-14,Books,3,1363.4,3392.09,Bangalore,Credit Card
CUST-0008,ORD-805776,2024-08-17,Sports,5,908.93,2800.4,Mumbai,Credit Card
CUST-0008,ORD-743976,2024-06-09,Home & Kitchen,3,1363.4,2865.84,Pune,UPI
CUST-0008,ORD-502533,2024-03-08,Books,4,908.93,2054.26,Mumbai,Credit Card
CUST-0008,ORD-709591,2024-04-10,Electronics,4,908.93,3339.18,Bangalore,UPI
CUST-0008,ORD-853279,2024-09-04,Clothing,1,908.93,1948.53,Pune,COD
CUST-0008,ORD-277920,2024-09-17,Books,4,1363.4,3022.1,Pune,Credit Card
CUST-0008,ORD-814851,2023-12-07,Electronics,1,1363.4,1951.13,Chennai,Credit Card
CUST-0008,ORD-603926,2024-04-13,Clothing,3,2726.8,2103.41,Bangalore,Credit Card
CUST-0008,ORD-936050,2024-04-23,Electronics,2,908.93,2257.73,Chennai,Net Banking
CUST-0008,ORD-559921,2024-01-11,Home & Kitchen,4,681.7,2112.44,Mumbai,Net Banking
CUST-0008,ORD-336534,2024-04-25,Beauty,4,681.7,3216.05,Mumbai,COD
CUST-0009,ORD-796488,2024-12-15,Sports,1,153.46,422.37,Bangalore,Credit Card
CUST-0010,ORD-860533,2024-12-25,Books,4,552.09,2624.62,Mumbai,UPI
CUST-0010,ORD-470551,2024-12-14,Books,5,1104.18,2511.48,Hyderabad,Net Banking
CUST-0010,ORD-626455,2024-12-07,Home & Kitchen,2,1104.18,2038.8,Bangalore,UPI
CUST-0010,ORD-144538,2024-10-14,Books,3,1104.18,2328.17,Bangalore,UPI
CUST-0010,ORD-493061,2024-09-28,Electronics,2,2208.36,1967.82,Chennai,UPI
CUST-0010,ORD-597894,2024-11-10,Sports,2,736.12,1673.71,Mumbai,Net Banking
CUST-0010,ORD-457932,2024-08-15,Clothing,5,1104.18,2269.57,Mumbai,Credit Card
CUST-0010,ORD-338920,2024-11-20,Clothing,1,1104.18,2106.37,Mumbai,UPI
CUST-0010,ORD-427888,2024-08-11,Books,4,1104.18,2472.9,Bangalore,UPI
CUST-0010,ORD-201503,2024-11-01,Electronics,3,736.12,2569.55,Delhi,COD
CUST-0010,ORD-931937,2024-05-29,Electronics,5,552.09,2228.96,Chennai,Credit Card
CUST-0010,ORD-606282,2024-08-04,Home & Kitchen,4,552.09,1694.66,Bangalore,Debit Card
CUST-0010,ORD-263318,2024-09-20,Electronics,1,1104.18,2793.37,Delhi,Credit Card
CUST-0010,ORD-280670,2024-05-05,Sports,3,552.09,2015.06,Delhi,Credit Card
CUST-0010,ORD-642026,2024-03-06,Sports,3,552.09,1769.94,Mumbai,COD
CUST-0010,ORD-596187,2024-10-11,Beauty,1,552.09,1922.19,Bangalore,Net Banking
CUST-0010,ORD-271555,2024-08-03,Clothing,5,2208.36,2094.41,Pune,UPI
CUST-0010,ORD-137517,2024-08-11,Electronics,5,1104.18,1727.45,Hyderabad,Debit Card
CUST-0010,ORD-713248,2024-05-05,Beauty,4,2208.36,1909.6,Chennai,Debit Card
CUST-0011,ORD-597499,2024-05-10,Home & Kitchen,4,72.43,171.75,Mumbai,Credit Card
CUST-0012,ORD-729551,2024-01-30,Clothing,5,54.26,276.69,Mumbai,COD
CUST-0012,ORD-571622,2024-01-11,Clothing,4,217.02,161.41,Delhi,COD
CUST-0012,ORD-941100,2024-01-06,Home & Kitchen,1,217.02,224.2,Delhi,Credit Card
CUST-0013,ORD-648091,2024-11-30,Books,2,459.39,484.58,Mumbai,Credit Card
CUST-0013,ORD-647332,2024-11-15,Beauty,1,114.85,491.26,Delhi,Credit Card
CUST-0013,ORD-788660,2024-11-18,Home & Kitchen,2,229.69,551.85,Pune,Debit Card
CUST-0013,ORD-640254,2024-10-31,Home & Kitchen,1,459.39,457.35,Hyderabad,Debit Card
CUST-0013,ORD-448159,2024-10-05,Books,3,114.85,407.88,Chennai,Debit Card
CUST-0013,ORD-346547,2024-10-06,Home & Kitchen,4,153.13,562.06,Mumbai,UPI
CUST-0013,ORD-360914,2024-07-27,Clothing,5,459.39,479.45,Delhi,UPI
CUST-0013,ORD-730519,2024-10-05,Home & Kitchen,3,459.39,444.22,Pune,Debit Card
CUST-0013,ORD-286438,2024-06-23,Electronics,1,459.39,435.83,Delhi,UPI
CUST-0013,ORD-106899,2024-08-23,Home & Kitchen,4,229.69,445.32,Mumbai,UPI
CUST-0013,ORD-786423,2024-08-02,Home & Kitchen,2,153.13,341.56,Mumbai,Credit Card
CUST-0013,ORD-652063,2024-08-23,Home & Kitchen,5,459.39,456.4,Bangalore,Credit Card
CUST-0013,ORD-411372,2024-03-23,Books,2,459.39,515.05,Delhi,Credit Card
CUST-0014,ORD-639277,2024-09-21,Books,5,245.42,570.35,Delhi,UPI
CUST-0014,ORD-148325,2024-09-01,Clothing,2,245.42,603.17,Delhi,Debit Card
CUST-0014,ORD-545342,2024-08-14,Home & Kitchen,4,163.62,511.94,Mumbai,UPI
CUST-0014,ORD-446082,2024-08-07,Books,2,245.42,616.72,Hyderabad,Credit Card
CUST-0014,ORD-315204,2024-08-16,Electronics,3,122.71,448.54,Hyderabad,Debit Card
CUST-0014,ORD-954117,2024-07-13,Sports,1,245.42,454.99,Bangalore,UPI
CUST-0014,ORD-691429,2024-05-06,Home & Kitchen,4,122.71,436.9,Bangalore,Credit Card
CUST-0015,ORD-597782,2024-12-28,Electronics,5,84.15,356.93,Pune,UPI
CUST-0016,ORD-218082,2024-12-10,Books,5,525.46,1163.47,Delhi,Debit Card
CUST-0016,ORD-507223,2024-12-04,Home & Kitchen,4,1050.91,1033.96,Hyderabad,UPI
CUST-0016,ORD-606370,2024-11-24,Clothing,2,525.46,1234.72,Pune,Debit Card
CUST-0016,ORD-147974,2024-11-10,Electronics,5,525.46,1295.63,Delhi,UPI
CUST-0016,ORD-138632,2024-10-11,Home & Kitchen,3,525.46,816.27,Delhi,Net Banking
CUST-0016,ORD-405245,2024-10-01,Clothing,4,525.46,908.99,Mumbai,COD
CUST-0016,ORD-326213,2024-10-29,Home & Kitchen,2,262.73,1012.94,Chennai,Credit Card
CUST-0016,ORD-762008,2024-08-13,Electronics,4,525.46,922.54,Bangalore,Debit Card
CUST-0016,ORD-374866,2024-06-09,Home & Kitchen,4,350.3,805.75,Mumbai,Debit Card
CUST-0016,ORD-413100,2024-09-11,Books,1,350.3,1288.16,Mumbai,Credit Card
CUST-0016,ORD-904338,2024-10-21,Electronics,1,525.46,1222.56,Chennai,Debit Card
CUST-0017,ORD-809104,2024-12-27,Clothing,3,74.27,182.49,Pune,Credit Card
CUST-0018,ORD-203782,2024-10-14,Electronics,4,146.67,541.92,Mumbai,Credit Card
CUST-0018,ORD-149669,2024-09-28,Clothing,5,195.56,715.55,Pune,Credit Card
CUST-0018,ORD-749903,2024-10-02,Clothing,4,195.56,459.79,Bangalore,Credit Card
CUST-0018,ORD-259672,2024-08-21,Clothing,3,146.67,475.46,Bangalore,UPI
CUST-0019,ORD-763181,2024-12-30,Electronics,3,2851.82,2313.28,Pune,COD
CUST-0019,ORD-525809,2024-12-20,Clothing,3,2851.82,3373.21,Delhi,Credit Card
CUST-0019,ORD-793160,2024-11-28,Clothing,3,712.95,2063.86,Chennai,UPI
CUST-0019,ORD-354780,2024-12-15,Books,1,950.61,3193.93,Pune,COD
CUST-0019,ORD-982119,2024-10-11,Beauty,1,950.61,2024.46,Mumbai,Net Banking
CUST-0019,ORD-415073,2024-10-01,Electronics,4,950.61,3120.09,Bangalore,UPI
CUST-0019,ORD-110268,2024-11-30,Clothing,3,1425.91,2216.26,Pune,COD
CUST-0019,ORD-587635,2024-11-04,Sports,5,950.61,2747.24,Pune,UPI
CUST-0019,ORD-164438,2024-07-07,Beauty,5,950.61,2506.47,Mumbai,Debit Card
CUST-0019,ORD-896002,2024-11-15,Sports,3,950.61,2534.36,Bangalore,Debit Card
CUST-0019,ORD-498038,2024-05-14,Sports,3,2851.82,2206.77,Chennai,UPI
CUST-0019,ORD-201884,2024-06-04,Beauty,3,950.61,2220.72,Bangalore,Credit Card
CUST-0019,ORD-733281,2024-09-13,Clothing,4,2851.82,2272.3,Pune,Debit Card
CUST-0019,ORD-371496,2024-10-26,Books,5,2851.82,2987.34,Delhi,Net Banking
CUST-0019,ORD-971862,2024-10-21,Beauty,4,2851.82,3012.43,Pune,COD
CUST-0019,ORD-542508,2024-09-16,Home & Kitchen,1,2851.82,2408.19,Bangalore,Credit Card
CUST-0019,ORD-408657,2024-03-01,Electronics,4,2851.82,2678.81,Pune,UPI
CUST-0019,ORD-944936,2024-08-16,Books,4,712.95,2281.28,Hyderabad,UPI
CUST-0019,ORD-709621,2024-02-10,Electronics,3,950.61,3242.64,Pune,Net Banking
CUST-0019,ORD-599981,2024-09-07,Books,5,2851.82,3123.27,Hyderabad,COD
CUST-0019,ORD-977577,2024-09-21,Electronics,1,950.61,2385.07,Mumbai,UPI
CUST-0019,ORD-380962,2023-09-04,Electronics,4,712.95,3331.96,Bangalore,UPI
CUST-0019,ORD-914358,2024-09-11,Books,5,1425.91,2704.24,Pune,UPI
CUST-0019,ORD-357313,2023-12-28,Books,2,1425.91,2939.72,Pune,Credit Card
CUST-0019,ORD-254083,2023-10-01,Clothing,5,2851.82,3206.2,Pune,Debit Card
CUST-0020,ORD-758622,2024-12-17,Clothing,5,114.66,287.32,Delhi,UPI
CUST-0020,ORD-304748,2024-12-05,Home & Kitchen,2,57.33,261.86,Pune,UPI
CUST-0021,ORD-193813,2024-11-26,Electronics,3,258.08,550.11,Mumbai,UPI
CUST-0021,ORD-754244,2024-11-11,Home & Kitchen,2,129.04,499.68,Delhi,Debit Card
CUST-0021,ORD-196344,2024-10-29,Home & Kitchen,4,172.05,524.28,Bangalore,Debit Card
CUST-0021,ORD-349229,2024-11-08,Clothing,2,129.04,574.11,Chennai,UPI
CUST-0021,ORD-131034,2024-08-26,Electronics,3,516.16,538.53,Bangalore,UPI
CUST-0021,ORD-186263,2024-10-27,Electronics,5,172.05,366.55,Pune,Debit Card
CUST-0021,ORD-127425,2024-09-15,Books,2,129.04,509.41,Mumbai,COD
CUST-0022,ORD-887182,2024-10-16,Sports,1,156.18,590.89,Hyderabad,UPI
CUST-0022,ORD-107997,2024-10-07,Clothing,4,624.72,794.48,Mumbai,UPI
CUST-0022,ORD-604950,2024-09-04,Sports,2,156.18,567.73,Bangalore,Debit Card
CUST-0022,ORD-650605,2024-09-28,Books,5,624.72,706.86,Pune,UPI
CUST-0022,ORD-795028,2024-09-02,Books,4,624.72,463.6,Bangalore,Credit Card
CUST-0022,ORD-492889,2024-09-11,Books,5,312.36,719.46,Bangalore,UPI
CUST-0022,ORD-479115,2024-07-12,Sports,5,156.18,651.37,Mumbai,Credit Card
CUST-0023,ORD-289205,2024-12-10,Books,2,137.11,393.9,Delhi,Credit Card
CUST-0023,ORD-402166,2024-11-29,Electronics,4,182.81,431.67,Delhi,Net Banking
CUST-0023,ORD-354107,2024-11-04,Electronics,1,182.81,640.0,Chennai,Net Banking
CUST-0023,ORD-766855,2024-11-10,Clothing,3,274.21,444.16,Pune,UPI
CUST-0023,ORD-548098,2024-11-04,Books,3,182.81,440.51,Bangalore,UPI
CUST-0023,ORD-649364,2024-09-11,Beauty,1,548.42,497.81,Hyderabad,Debit Card
CUST-0024,ORD-643170,2024-12-08,Home & Kitchen,3,59.8,138.41,Delhi,Credit Card
CUST-0025,ORD-587982,2024-12-10,Sports,5,128.77,305.84,Mumbai,UPI
CUST-0025,ORD-682031,2024-11-17,Sports,5,85.85,284.12,Delhi,Debit Card
CUST-0026,ORD-396975,2024-11-24,Books,1,324.41,967.64,Bangalore,Credit Card
CUST-0026,ORD-904828,2024-11-05,Clothing,5,243.31,1073.95,Delhi,UPI
CUST-0026,ORD-229340,2024-10-29,Sports,1,324.41,788.4,Bangalore,Debit Card
CUST-0026,ORD-996778,2024-09-16,Home & Kitchen,1,243.31,1148.48,Mumbai,Credit Card
CUST-0026,ORD-101567,2024-10-19,Clothing,2,324.41,1069.09,Mumbai,UPI
CUST-0026,ORD-879419,2024-08-16,Clothing,1,324.41,992.56,Mumbai,Credit Card
CUST-0027,ORD-486484,2024-04-30,Home & Kitchen,1,51.59,186.63,Mumbai,Credit Card
CUST-0027,ORD-101925,2024-04-15,Sports,1,103.18,249.04,Bangalore,Credit Card
CUST-0027,ORD-710854,2024-03-27,Home & Kitchen,5,68.78,172.61,Delhi,Net Banking
CUST-0028,ORD-285912,2024-12-21,Home & Kitchen,5,660.23,2567.47,Pune,Debit Card
CUST-0028,ORD-995756,2024-12-08,Home & Kitchen,1,1980.69,2212.96,Bangalore,Net Banking
CUST-0028,ORD-770613,2024-12-09,Sports,5,1980.69,2291.9,Pune,UPI
CUST-0028,ORD-118552,2024-10-25,Electronics,2,1980.69,1714.41,Chennai,UPI
CUST-0028,ORD-972297,2024-11-07,Home & Kitchen,5,495.17,2089.74,Hyderabad,Credit Card
CUST-0028,ORD-769678,2024-10-17,Electronics,3,495.17,1956.14,Hyderabad,Debit Card
CUST-0028,ORD-116733,2024-09-22,Clothing,1,660.23,1524.96,Hyderabad,Credit Card
CUST-0028,ORD-900248,2024-11-16,Clothing,4,495.17,2530.12,Mumbai,UPI
CUST-0028,ORD-735657,2024-08-07,Home & Kitchen,4,495.17,2459.18,Pune,UPI
CUST-0028,ORD-989951,2024-11-06,Clothing,3,495.17,2184.82,Bangalore,UPI
CUST-0028,ORD-948908,2024-05-15,Sports,1,1980.69,2293.5,Mumbai,UPI
CUST-0028,ORD-134230,2024-07-20,Home & Kitchen,4,1980.69,1922.51,Chennai,Net Banking
CUST-0028,ORD-598309,2024-09-28,Beauty,1,660.23,2126.18,Hyderabad,UPI
CUST-0028,ORD-800290,2024-02-13,Books,1,990.34,2078.99,Chennai,Credit Card
CUST-0028,ORD-768275,2024-07-06,Beauty,2,1980.69,1951.66,Bangalore,Credit Card
CUST-0028,ORD-386157,2024-06-24,Electronics,2,1980.69,1805.86,Bangalore,Debit Card
CUST-0028,ORD-393012,2024-07-14,Clothing,3,495.17,2001.67,Mumbai,Net Banking
CUST-0028,ORD-214605,2024-08-24,Home & Kitchen,4,495.17,2568.84,Pune,Net Banking
CUST-0028,ORD-698918,2024-09-22,Clothing,5,1980.69,2368.38,Hyderabad,Net Banking
CUST-0028,ORD-953564,2024-09-17,Clothing,4,1980.69,2252.28,Mumbai,UPI
CUST-0028,ORD-340164,2024-06-24,Home & Kitchen,2,495.17,1551.3,Mumbai,Net Banking
CUST-0028,ORD-714206,2023-10-28,Beauty,5,990.34,1868.72,Hyderabad,Debit Card
CUST-0028,ORD-458532,2024-06-28,Electronics,3,990.34,2534.05,Bangalore,UPI
CUST-0028,ORD-994724,2024-06-20,Clothing,3,495.17,1817.66,Hyderabad,Credit Card
CUST-0029,ORD-798927,2024-10-14,Books,1,170.6,582.47,Delhi,COD
CUST-0029,ORD-510461,2024-09-29,Home & Kitchen,2,127.95,446.98,Hyderabad,COD
CUST-0029,ORD-100980,2024-09-30,Sports,3,127.95,632.72,Delhi,Debit Card
CUST-0030,ORD-121629,2024-12-29,Books,5,2725.79,3444.21,Pune,COD
CUST-0030,ORD-368041,2024-12-08,Clothing,4,1362.89,1921.51,Mumbai,UPI
CUST-0030,ORD-904995,2024-12-01,Sports,1,681.45,3273.5,Chennai,Debit Card
CUST-0030,ORD-899772,2024-11-23,Home & Kitchen,4,681.45,2123.49,Mumbai,UPI
CUST-0030,ORD-490999,2024-11-07,Electronics,4,681.45,2866.7,Pune,UPI
CUST-0030,ORD-741501,2024-08-31,Home & Kitchen,2,908.6,2719.96,Pune,UPI
CUST-0030,ORD-346740,2024-08-13,Beauty,2,1362.89,3358.6,Delhi,UPI
CUST-0030,ORD-726014,2024-10-06,Electronics,1,908.6,2879.77,Pune,Net Banking
CUST-0030,ORD-744826,2024-10-10,Electronics,4,681.45,2263.16,Delhi,Debit Card
CUST-0030,ORD-385440,2024-10-18,Books,3,681.45,1910.2,Bangalore,Credit Card
CUST-0030,ORD-706191,2024-08-01,Books,1,681.45,3247.39,Bangalore,Credit Card
CUST-0030,ORD-469725,2024-05-23,Clothing,1,2725.79,2987.07,Hyderabad,Debit Card
CUST-0030,ORD-831989,2024-10-18,Books,2,1362.89,2497.31,Bangalore,UPI
CUST-0030,ORD-808721,2024-06-04,Home & Kitchen,2,681.45,2744.24,Bangalore,UPI
CUST-0030,ORD-190909,2024-03-24,Clothing,1,1362.89,2227.44,Delhi,Credit Card
CUST-0030,ORD-695114,2024-01-19,Electronics,2,2725.79,1992.96,Delhi,Credit Card
CUST-0030,ORD-857406,2023-12-27,Clothing,1,908.6,2204.16,Hyderabad,Net Banking
CUST-0030,ORD-562808,2024-01-24,Electronics,4,2725.79,2064.95,Hyderabad,Credit Card
CUST-0030,ORD-687149,2024-01-22,Beauty,1,908.6,1913.44,Bangalore,Credit Card
CUST-0030,ORD-226591,2024-04-26,Home & Kitchen,4,908.6,2031.8,Pune,Credit Card
CUST-0030,ORD-208846,2024-03-04,Books,4,681.45,3074.98,Delhi,Credit Card
CUST-0030,ORD-153292,2024-09-15,Clothing,5,2725.79,2670.19,Hyderabad,UPI
CUST-0030,ORD-710089,2024-04-09,Electronics,3,908.6,3071.15,Bangalore,UPI
CUST-0030,ORD-249526,2024-06-28,Beauty,3,908.6,2605.64,Hyderabad,Net Banking
CUST-0030,ORD-321684,2023-09-30,Home & Kitchen,5,681.45,2236.28,Mumbai,Debit Card
CUST-0030,ORD-336046,2024-06-12,Home & Kitchen,1,1362.89,3094.98,Hyderabad,COD
CUST-0031,ORD-491083,2024-12-19,Home & Kitchen,2,859.13,2844.78,Hyderabad,COD
CUST-0031,ORD-777704,2024-12-01,Electronics,5,644.35,1816.26,Pune,Net Banking
CUST-0031,ORD-966982,2024-11-17,Electronics,1,1288.69,3157.22,Pune,COD
CUST-0031,ORD-580523,2024-11-16,Clothing,3,2577.39,1939.53,Delhi,Net Banking
CUST-0031,ORD-128331,2024-09-26,Electronics,3,644.35,3080.06,Chennai,UPI
CUST-0031,ORD-390547,2024-10-05,Home & Kitchen,4,644.35,3333.58,Pune,UPI
CUST-0031,ORD-418855,2024-10-02,Beauty,1,859.13,2554.39,Pune,Debit Card
CUST-0031,ORD-524957,2024-08-29,Clothing,4,644.35,2651.38,Mumbai,UPI
CUST-0031,ORD-667784,2024-07-04,Home & Kitchen,5,2577.39,3233.91,Mumbai,UPI
CUST-0031,ORD-467040,2024-07-28,Home & Kitchen,1,1288.69,2157.93,Mumbai,Credit Card
CUST-0031,ORD-611490,2024-09-20,Home & Kitchen,4,644.35,3123.93,Delhi,UPI
CUST-0031,ORD-568480,2024-04-10,Home & Kitchen,5,644.35,3255.53,Delhi,Debit Card
CUST-0031,ORD-179880,2024-03-18,Electronics,4,2577.39,2207.39,Bangalore,UPI
CUST-0031,ORD-786731,2024-09-19,Clothing,2,859.13,1932.55,Hyderabad,COD
CUST-0031,ORD-228327,2024-09-26,Electronics,5,2577.39,2762.58,Bangalore,Credit Card
CUST-0031,ORD-817340,2024-01-09,Electronics,5,644.35,3256.42,Pune,Net Banking
CUST-0031,ORD-892559,2024-01-18,Home & Kitchen,4,644.35,3215.47,Mumbai,Debit Card
CUST-0031,ORD-811861,2024-01-31,Electronics,5,859.13,3127.69,Delhi,UPI
CUST-0031,ORD-406729,2024-02-17,Books,3,2577.39,2861.14,Hyderabad,Debit Card
CUST-0031,ORD-732713,2023-11-16,Sports,3,859.13,1804.48,Bangalore,UPI
CUST-0031,ORD-575225,2024-08-01,Electronics,5,1288.69,2828.04,Hyderabad,Credit Card
CUST-0031,ORD-495371,2024-02-08,Books,4,859.13,2410.52,Pune,Debit Card
CUST-0031,ORD-103917,2024-04-21,Books,5,644.35,2538.01,Hyderabad,Net Banking
CUST-0031,ORD-116401,2024-08-03,Home & Kitchen,1,859.13,2993.09,Mumbai,UPI
CUST-0031,ORD-559092,2024-01-18,Clothing,4,859.13,2612.7,Delhi,Net Banking
CUST-0031,ORD-307812,2024-07-22,Beauty,3,859.13,2345.99,Chennai,Net Banking
CUST-0031,ORD-543296,2023-11-25,Sports,1,644.35,1831.61,Delhi,Net Banking
CUST-0032,ORD-433164,2024-12-20,Clothing,1,430.8,830.57,Bangalore,Debit Card
CUST-0032,ORD-266634,2024-12-10,Clothing,3,215.4,751.94,Bangalore,UPI
CUST-0032,ORD-150708,2024-11-18,Beauty,1,215.4,703.53,Mumbai,Debit Card
CUST-0032,ORD-252395,2024-11-29,Electronics,4,287.2,657.66,Delhi,Net Banking
CUST-0032,ORD-132157,2024-10-17,Home & Kitchen,2,215.4,730.62,Pune,UPI
CUST-0032,ORD-749158,2024-11-25,Home & Kitchen,3,861.6,824.84,Bangalore,Debit Card
CUST-0032,ORD-381454,2024-11-02,Clothing,3,287.2,731.55,Pune,Net Banking
CUST-0032,ORD-802160,2024-09-06,Home & Kitchen,2,430.8,664.84,Delhi,Net Banking
CUST-0032,ORD-620758,2024-06-11,Electronics,3,861.6,941.02,Mumbai,UPI
CUST-0032,ORD-182722,2024-10-18,Electronics,3,861.6,1079.05,Bangalore,Credit Card
CUST-0033,ORD-884144,2024-10-25,Clothing,3,122.48,200.74,Bangalore,UPI
CUST-0033,ORD-938567,2024-10-18,Electronics,3,61.24,280.26,Pune,Debit Card
CUST-0033,ORD-153826,2024-10-09,Electronics,1,244.97,178.96,Bangalore,Net Banking
CUST-0034,ORD-864837,2024-12-27,Clothing,4,890.6,2227.74,Mumbai,Debit Card
CUST-0034,ORD-716079,2024-12-08,Electronics,1,890.6,2851.83,Delhi,Credit Card
CUST-0034,ORD-643240,2024-11-13,Clothing,4,667.95,2294.75,Bangalore,Net Banking
CUST-0034,ORD-507335,2024-11-03,Beauty,3,1335.91,3055.64,Pune,UPI
CUST-0034,ORD-908451,2024-10-04,Clothing,4,1335.91,2654.37,Pune,UPI
CUST-0034,ORD-206704,2024-11-12,Books,4,1335.91,2442.44,Chennai,Debit Card
CUST-0034,ORD-194237,2024-11-03,Clothing,4,667.95,3136.38,Hyderabad,UPI
